Grupa	Podgrupa	Šifra	Naziv Latinski	Naziv		Šifra	Naziv engleski
A00-B99	A20-A28	A23.1	BRUCELLOSIS PER BRUCELLAM ABORTUS	BRUCELOZA, UZROČNIK BRUCELLA ABORTUS	1	A23.1	Brucellosis due to Brucella abortus
A00-B99	A20-A28	A23.2	BRUCELLOSIS PER BRUCELLAM SUIS	BRUCELOZA, UZROČNIK BRUCELLA SUIS	1	A23.2	Brucellosis due to Brucella suis
A00-B99	A20-A28	A23.3	BRUCELLOSIS PER BRUCELLAM CANIS	BRUCELOZA, UZROČNIK BRUCELLA CANIS	1	A23.3	Brucellosis due to Brucella canis
A00-B99	A20-A28	A23.8	BRUCELLOSIS ALIA	DRUGA BRUCELOZA	1	A23.8	Other brucellosis
A00-B99	A20-A28	A23.9	BRUCELLOSIS, NON SPECIFICATA	BRUCELOZA, NEOZNAČENA	1	A23.9	Brucellosis, unspecified
A00-B99	A20-A28	A24	MALLEUS ET MELIOIDOSIS	SAKAGIJA I MELIOIDOZA	1	A24.-	Glanders and melioidosis
A00-B99	A20-A28	A24.0	MALLEUS	SAKAGIJA	1	A24.0	Glanders
A00-B99	A20-A28	A24.1	MELIOIDOSIS ACUTA ET FULMINANS	AKUTNA I PERAKUTNA MELIOIDOZA	1	A24.1	Acute and fulminating melioidosis
A00-B99	A20-A28	A24.2	MELIOIDOSIS SUBACUTA ET CHRONICA	SUBAKUTNA I HRONIČNA MELIOIDOZA	1	A24.2	Subacute and chronic melioidosis
A00-B99	A20-A28	A24.3	MELIOIDOSIS ALIA	DRUGA MELIOIDOZA	1	A24.3	Other melioidosis
A00-B99	A20-A28	A24.4	MELIOIDOSIS, NON SPECIFICATA	MELIOIDOZA, NEOZNAČENA	1	A24.4	Melioidosis, unspecified
A00-B99	A20-A28	A25	FEBRIS POST MORSUM MURIS	GROZNICA POSLIJE UJEDA MISA	1	A25.-	Rat-bite fevers
A00-B99	A20-A28	A25.0	SPIRILLOSIS	SPIRILOZA UZROKOVANA SPIRILAMA	1	A25.0	Spirillosis
A00-B99	A20-A28	A25.1	STREPTOBACILLOSIS	STREPTOBACILOSA 	1	A25.1	Streptobacillosis
A00-B99	A20-A28	A25.9	FEBRIS POST MORSUM MURIS, NON SPECIFICATA	GROZNICA POSLIJE UJEDA MISA, NEOZNAČENA	1	A25.9	Rat-bite fever, unspecified
A00-B99	A20-A28	A26	ERYSIPELOIDES	ERIZIPELOID - OBOLJENJE SLICNO CRVENOM VJETRU	1	A26.-	Erysipeloid
A00-B99	A20-A28	A26.0	ERYSIPELOIDES CUTANEUS	ERIZIPELOID KOŽE	1	A26.0	Cutaneous erysipeloid
A00-B99	A20-A28	A26.7	ERYSIPELOIDES SEPTICUS	ERIZIPELOIDNA SEPSA	1	A26.7	Erysipelothrix sepsis
A00-B99	A20-A28	A26.8	ERYSIPELOIDES, FORMAE ALIAE	DRUGI OBLICI ERIZIPELOIDA	1	A26.8	Other forms of erysipeloid
A00-B99	A20-A28	A26.9	ERYSIPELOIDES, NON SPECIFICATUS	ERIZIPELOID, NEOZNAČEN	1	A26.9	Erysipeloid, unspecified
A00-B99	A20-A28	A27	LEPTOSPIROSIS	LEPTOSPIROZA	1	A27.-	Leptospirosis
A00-B99	A20-A28	A27.0	LEPTOSPIROSIS ICTEROHAEMORRHAGICA	LEPTOSPIROZA SA ZUTICOM I KRVARENJIMA	1	A27.0	Leptospirosis icterohaemorrhagica
A00-B99	A20-A28	A27.8	LEPTOSPIROSIS, FORMAE ALIAE	DRUGI OBLICI LEPTOSPIROZE	1	A27.8	Other forms of leptospirosis
A00-B99	A20-A28	A27.9	LEPTOSPIROSIS, NON SPECIFICATA	LEPTOSPIROZA, NEOZNAČENA	1	A27.9	Leptospirosis, unspecified
A00-B99	A20-A28	A28	ZOONOSES BACTERIALES ALIAE	OSTALE BAKTERIJSKE ZOONOZE, NEKLASIFIKOVANE NA DRUGOM MJESTU	1	A28.-	Other zoonotic bacterial diseases, not elsewhere classified
A00-B99	A20-A28	A28.0	PASTEURELLOSIS	PASTERELOZA	1	A28.0	Pasteurellosis
A00-B99	A20-A28	A28.1	MORBUS POST EXCORIATIONEM FELIS	BOLEST POSLIJE MACIJE OGREBOTINE	1	A28.1	Cat-scratch disease
A00-B99	A20-A28	A28.2	YERSINIOSIS EXTRAINTESTINALIS	JERSINIOZA, VANCRIJEVNA	1	A28.2	Extraintestinal yersiniosis
A00-B99	A20-A28	A28.8	ZOONOSES BACTERIALES ALIAE, SPECIFICATAE	DRUGE OZNAČENE ZOONOZE	1	A28.8	Other specified zoonotic bacterial diseases, not elsewhere classified
A00-B99	A20-A28	A28.9	ZOONOSIS BACTERIALIS, NON SPECIFICATA	ZOONOZA, NEOZNAČENA	1	A28.9	Zoonotic bacterial disease, unspecified
A00-B99	A30-A49	A30	LEPRA (MORBUS HANSEN)	GUBA - HANSENOVA BOLEST	1	A30.-	Leprosy [Hansen disease]
A00-B99	A30-A49	A30.0	LEPRA INDEFINITA	GUBA, NEODREDJENA	1	A30.0	Indeterminate leprosy
A00-B99	A30-A49	A30.1	LEPRA TUBERCULOIDES	TUBERKULOIDNA GUBA	1	A30.1	Tuberculoid leprosy
A00-B99	A30-A49	A30.2	LEPRA TUBERCULOIDES LIMITANS (BORDERLINE)	GRANICNA TUBERKULOIDNA GUBA	1	A30.2	Borderline tuberculoid leprosy
A00-B99	A30-A49	A30.3	LEPRA LIMITANS (BORDERLINE)	GRANICNA GUBA	1	A30.3	Borderline leprosy
A00-B99	A30-A49	A30.4	LEPRA LEPROMATOSA LIMITANS (BORDERLINE)	GRANICNA LEPROMATOZNA GUBA	1	A30.4	Borderline lepromatous leprosy
A00-B99	A30-A49	A30.5	LEPRA LEPROMATOSA	LEPROMATOZNA GUBA	1	A30.5	Lepromatous leprosy
A00-B99	A30-A49	A30.8	LEPRA, FORMAE ALIAE	DRUGI OBLICI GUBE	1	A30.8	Other forms of leprosy
A00-B99	A30-A49	A30.9	LEPRA, NON SPECIFICATA	GUBA, NEOZNAČENA	1	A30.9	Leprosy, unspecified
A00-B99	A30-A49	A31	MORBI MYCROBACTERIALES ALII	INFEKCIJE IZAZVANE UZROKOVANE OSTALIM MIKOBAKTERIJAMA	1	A31.-	Infection due to other mycobacteria
A00-B99	A30-A49	A31.0	INFECTIO PULMONALIS PER MYCROBACTERIUM	INFEKCIJA PLUĆA UZROKOVANA MIKOBAKTERIJAMA	1	A31.0	Pulmonary mycobacterial infection
A00-B99	A30-A49	A31.1	INFECTIO CUTANEA MYCROBACTERIALIS	INFEKCIJA KOŽE UZROKOVANA MIKOBAKTERIJAMA	1	A31.1	Cutaneous mycobacterial infection
A00-B99	A30-A49	A31.8	INFECTIONES MYCROBACTERIALES ALIAE	DRUGE INFEKCIJE UZROKOVANE MIKOBAKTERIJAMA	1	A31.8	Other mycobacterial infections
A00-B99	A30-A49	A31.9	INFECTIO MYCROBACTERIALES, NON SPECIFICATA	INFEKCIJA UZROKOVANA MIKOBAKTERIJAMA, NEOZNAČENA	1	A31.9	Mycobacterial infection, unspecified
A00-B99	A30-A49	A32	LISTERIOSIS	LISTERIOZA	1	A32.-	Listeriosis
A00-B99	A30-A49	A32.0	LISTERIOSIS CUTANEA	LISTERIOZA KOŽE	1	A32.0	Cutaneous listeriosis
A00-B99	A30-A49	A32.1+	MENINGITIS ET MENINGOENCEPHALITIS LISTERIALIS	ZAPALJENJE MOŽDANICA I MOŽDANICA SA MOZGOM UZROKOVANO LISTERIOZOM	1	A32.1	Listerial meningitis and meningoencephalitis
A00-B99	A30-A49	A32.7	LISTERIOSIS SEPTICA	LISTERIOZNA SEPSA	1	A32.7	Listerial sepsis
A00-B99	A30-A49	A32.8	LISTERIOSIS, FORMAE ALIAE	DRUGI OBLICI LISTERIOZE	1	A32.8	Other forms of listeriosis
A00-B99	A30-A49	A32.9	LISTERIOSIS, NON SPECIFICATA	LISTERIOZA, NEOZNAČENA	1	A32.9	Listeriosis, unspecified
A00-B99	A30-A49	A33	TETANUS NEONATI	TETANUS NOVORODJENCETA	1	A33	Tetanus neonatorum
A00-B99	A30-A49	A34	TETANUS PUERPERALIS	PORODJAJNI TETANUS	1	A34	Obstetrical tetanus
A00-B99	A30-A49	A35	TETANUS ALIUS	DRUGI TETANUS	1	A35	Other tetanus
A00-B99	A30-A49	A36	DIPHTHERIA	DIFTERIJA - GUSOBOLJA (TESKA)	1	A36.-	Diphtheria
A00-B99	A30-A49	A36.0	DIPHTHERIA PHARYNGICA	DIFTERIJA ŽDRIJELA	1	A36.0	Pharyngeal diphtheria
A00-B99	A30-A49	A36.1	DIPHTHERIA NASOPHARYNGICA	DIFTERIJA NOSA I ŽDRIJELA	1	A36.1	Nasopharyngeal diphtheria
A00-B99	A30-A49	A36.2	DIPHTHERIA LARYNGICA	DIFTERIJA GRKLJANA	1	A36.2	Laryngeal diphtheria
A00-B99	A30-A49	A36.3	DIPHTHERIA CUTANEA	DIFTERIJA KOŽE	1	A36.3	Cutaneous diphtheria
A00-B99	A30-A49	A36.8	DIPHTHERIA ALIA	DRUGA DIFTERIJA	1	A36.8	Other diphtheria
A00-B99	A30-A49	A36.9	DIPHTHERIA, NON SPECIFICATA	DIFTERIJA, NEOZNAČENA	1	A36.9	Diphtheria, unspecified
A00-B99	A30-A49	A37	PERTUSSIS	VELIKI KASALJ	1	A37.-	Whooping cough
A00-B99	A30-A49	A37.0	PERTUSSIS	VELIKI KASALJ, UZROČNIK BORDETELLA PERTUSSIS	1	A37.0	Whooping cough due to Bordetella pertussis
A00-B99	A30-A49	A37.1	PARAPERTUSSIS PER BORDETELLAM PARAPERTUSSIS	KASALJ, UZROČNIK BORDETELLA PARAPERTUSSIS	1	A37.1	Whooping cough due to Bordetella parapertussis
A00-B99	A30-A49	A37.8	PARAPERTUSSIS PER BORDETELLAM SPECIEI ALTERIUS	KASALJ, UZROČNIK BORDETELLA DRUGE VRSTE	1	A37.8	Whooping cough due to other Bordetella species
A00-B99	A30-A49	A37.9	PERTUSSIS, NON SPECIFICATA	VELIKI KASALJ, NEOZNAČEN	1	A37.9	Whooping cough, unspecified
A00-B99	A30-A49	A38	SCARLATINA	SARLAH	1	A38	Scarlet fever
A00-B99	A30-A49	A39	INFECTIO MENINGOCOCCICA	INFEKCIJA UZROKOVANA MENINGOKOKOM	1	A39.-	Meningococcal infection
A00-B99	A30-A49	A39.0+	MENINGITIS MENINGOCOCCICA (E35.1*)	ZAPALJENJE MOŽDANICA UZROKOVANO MENINGOKOKOM	1	A39.0	Meningococcal meningitis
A00-B99	A30-A49	A39.1+	SYNDROMA WATERHOUSE - FRIDERICHSEN (E35.1*)	SINDROM WATERHOUSE - FRIDERICHSEN	1	A39.1	Waterhouse-Friderichsen syndrome
A00-B99	A30-A49	A39.2	SEPSIS MENINGOCOCCICA ACUTA	AKUTNA SEPSA - TROVANJE UZROKOVANO MENINGOKOKOM	1	A39.2	Acute meningococcaemia
A00-B99	A30-A49	A39.3	MENINGOCOCCAEMIA CHRONICA	HRONIČNA SEPSA - TROVANJE UZROKOVANO MENINGOKOKOM	1	A39.3	Chronic meningococcaemia
A00-B99	A30-A49	A39.4	MENINGOCOCCAEMIA, NON SPECIFICATA	SEPSA - TROVANJE UZROKOVANO MENINGOKOKOM, NEOZNAČENA	1	A39.4	Meningococcaemia, unspecified
A00-B99	A30-A49	A39.5+	MORBUS CORDIS MENINGOCOCCICA	BOLEST SRCA UZROKOVANA MENINGOKOKOM	1	A39.5	Meningococcal heart disease
A00-B99	A30-A49	A39.8	INFECTIONES MENINGOCOCCICAE ALIAE	DRUGE INFEKCIJE UZROKOVANE MENINGOKOKOM	1	A39.8	Other meningococcal infections
A00-B99	A30-A49	A39.9	INFECTIO MENINGOCOCCICA, NON SPECIFICATA	INFEKCIJA UZROKOVANA MENINGOKOKOM, NEOZNAČENA	1	A39.9	Meningococcal infection, unspecified
A00-B99	A30-A49	A40	SEPTICAEMIA STREPTOCOCCICA	SEPSA UZROKOVANA STREPTOKOKOM	1	A40.-	Streptococcal sepsis
A00-B99	A30-A49	A40.0	SEPTICAEMIA STERPTOCOCCICA A	SEPSA UZROKOVANA STREPTOKOKOM GRUPE A	1	A40.0	Sepsis due to streptococcus, group A
A00-B99	A30-A49	A40.1	SEPTICAEMIA STERPTOCOCCICA B	SEPSA UZROKOVANA STREPTOKOKOM GRUPE B	1	A40.1	Sepsis due to streptococcus, group B
A00-B99	A30-A49	A40.2	SEPTICAEMIA STERPTOCOCCICA D	SEPSA UZROKOVANA STREPTOKOKOM GRUPE D	1	A40.2	Sepsis due to streptococcus, group D
A00-B99	A30-A49	A40.3	SEPTICAEMIA PNEUMOCOCCICA	SEPSA UZROKOVANA PNEUMOKOKOM	1	A40.3	Sepsis due to Streptococcus pneumoniae
A00-B99	A30-A49	A40.8	SENTICAEMIAE STREPTOCOCCAE ALIAE	DRUGE SEPSE UZROKOVANE STREPTOKOKOM	1	A40.8	Other streptococcal sepsis
A00-B99	A30-A49	A40.9	SEPTICAEMIA STREPTOCOCCA, NON SPECIFICATA	SEPSA UZROKOVANA STREPTOKOKOM, NEOZNAČENA	1	A40.9	Streptococcal sepsis, unspecified
A00-B99	A30-A49	A41	SEPTICAEMIA ALIA	DRUGE SEPSE 	1	A41.-	Other sepsis
A00-B99	A30-A49	A41.0	SEPTICAEMIA STAPHILOCOCCICA	SEPSA, UZROČNIK STAPHILOCOCCUS AUREUS	1	A41.0	Sepsis due to Staphylococcus aureus
A00-B99	A30-A49	A41.1	SEPTICAEMIA STAPHILOCOCCICA ALIA, SPECIFICATA	SEPSA KOJU UZROKUJE DRUGI OZNAČENI STAFILOKOK	1	A41.1	Sepsis due to other specified staphylococcus
A00-B99	A30-A49	A41.2	SEPTICAEMIA STAPHILOCOCCICA, NON SPECIFICATA	SEPSA UZROKOVANA NEOZNAĆENIM STAFILOKOKOM	1	A41.2	Sepsis due to unspecified staphylococcus
A00-B99	A30-A49	A41.3	SEPTICAEMIA PER HAEMOPHILUM INFLUENZAE	SEPSA, UZROČNIK HAEMOPHILIUS INFLUENZEE	1	A41.3	Sepsis due to Haemophilus influenzae
A00-B99	A30-A49	A41.4	SEPTICAEMIA ANAEROBICA	SEPSA UZROKOVANA ANAEROBNIM BACILIMA	1	A41.4	Sepsis due to anaerobes
A00-B99	A30-A49	A41.5	SEPTICAEMIA ORGANISMICA PER ORGANISMOS GRAMOS-NEGATIVOS ALIOS	SEPSA UZROKOVANA DRUGIM GRAM-NEGATIVNIM ORGANIZMIMA	1	A41.5	Sepsis due to other Gram-negative organisms
A00-B99	A30-A49	A41.8	SEPTICAEMIA ALIA, SPECIFICATA	DRUGA OZNAČENA SEPSA	1	A41.8	Other specified sepsis
A00-B99	A30-A49	A41.9	SEPTICAEMIA, NON SPECIFICATA	SEPSA, NEOZNAČENA	1	A41.9	Sepsis, unspecified
A00-B99	A30-A49	A42	ACTINOMYCOSIS	AKTINOMIKOZA	1	A42.-	Actinomycosis
A00-B99	A30-A49	A42.0	ACTINOMYCOSIS PULMONALIS	AKTINOMIKOZA PLUĆA	1	A42.0	Pulmonary actinomycosis
A00-B99	A30-A49	A42.1	ACTINOMYCOSIS ABDOMINALIS	AKTINOMIKOZA TRBUŠNIH ORGANA	1	A42.1	Abdominal actinomycosis
A00-B99	A30-A49	A42.2	ACTINOMYCOSIS CERVICOFACIALIS	AKTINOMIKOZA VRATA I LICA	1	A42.2	Cervicofacial actinomycosis
A00-B99	A30-A49	A42.7	SEPTICAEMIA ACTINOMYCOTICA	SEPSA UZROKOVANA AKTINOMICESOM	1	A42.7	Actinomycotic sepsis
A00-B99	A30-A49	A42.8	ACTINOMYCOSIS, FORMAE ALIAE	DRUGI OBLICI AKTINOMIKOZE	1	A42.8	Other forms of actinomycosis
A00-B99	A30-A49	A42.9	ACTINOMYCOSIS, NON SPECIFICATA	AKTINOMIKOZA, NEOZNAČENA	1	A42.9	Actinomycosis, unspecified
A00-B99	A30-A49	A43	NOCARDIOSIS	NOKARDIOZA	1	A43.-	Nocardiosis
A00-B99	A30-A49	A43.0	NOCARDIOSIS PULMONALIS	NOKARDIOZA PLUĆA	1	A43.0	Pulmonary nocardiosis
A00-B99	A30-A49	A43.1	NOCARDIOSIS CUTANEA	NOKARDIOZA KOŽE	1	A43.1	Cutaneous nocardiosis
A00-B99	A30-A49	A43.8	NOCARDIOSIS, FORMAE ALIAE	DRUGI OBLICI NOKARDIOZE	1	A43.8	Other forms of nocardiosis
A00-B99	A30-A49	A43.9	NOCARDIOSIS, NON SPECIFICATA	NOKARDIOZA, NEOZNAČENA	1	A43.9	Nocardiosis, unspecified
A00-B99	A30-A49	A44	BARTONELLOSIS	BARTONELOZA	1	A44.-	Bartonellosis
A00-B99	A30-A49	A44.0	BARTONELLOSIS SYSTEMATICA	SISTEMATSKA BARTONELOZA	1	A44.0	Systemic bartonellosis
A00-B99	A30-A49	A44.1	BARTONELLOSIS CUTANEA ET MUCOCUTANEA	BARTONELOZA KOŽE I SLUZNICE	1	A44.1	Cutaneous and mucocutaneous bartonellosis
A00-B99	A30-A49	A44.8	BARTONELLOSIS, FORMAE ALIAE	DRUGI OBLICI BARTONELOZE	1	A44.8	Other forms of bartonellosis
A00-B99	A30-A49	A44.9	BARTONELLOSIS, NON SPECIFICATA	BARTONELOZA, NEOZNAČENA	1	A44.9	Bartonellosis, unspecified
A00-B99	A30-A49	A46	ERYSIPELAS	CRVENI VJETAR	1	A46	Erysipelas
A00-B99	A30-A49	A48	MORBI BACTERIALES ALII	OSTALE BAKTERIJSKE BOLESTI, NEKLASIFIKOVANE NA DRUGOM MJESTU	1	A48.-	Other bacterial diseases, not elsewhere classified
A00-B99	A30-A49	A48.0	GAS GANGRAENA	"""GASNA GANGRENA"" "	1	A48.0	Gas gangrene
A00-B99	A30-A49	A48.1	LEGIONELLOSIS	LEGIONELOZA, BOLEST LEGIONARA	1	A48.1	Legionnaires disease
A00-B99	A30-A49	A48.2	LEGIONELLOSIS EXTRAPULMONALIS	LEGIONELOZA LOKALIZOVANA IZVAN PLUĆA	1	A48.2	Nonpneumonic Legionnaires disease [Pontiac fever]
A00-B99	A30-A49	A48.3	AFFLICTUS (SHOCK) TOXICUS	TOKSICKI SOK SINDROM	1	A48.3	Toxic shock syndrome
A00-B99	A30-A49	A48.4	FEBRIS BRASILIANA PURPURICA	BRAZILSKA OSIPNA GROZNICA	1	A48.4	Brazilian purpuric fever
A00-B99	A30-A49	A48.8	MORBI BACTERIALES ALII, SPECIFICATI	DRUGE OZNAČENE BAKTERIJSKE BOLESTI	1	A48.8	Other specified bacterial diseases
A00-B99	A30-A49	A49	INFECTIO BACTERIALIS, LOCI NON SPECIFICATI	BAKTERIJSKE INFEKCIJE NEOZNAČENE LOKALIZACIJE	1	A49.-	Bacterial infection of unspecified site
A00-B99	A30-A49	A49.0	INFECTIO STAPHILOCOCCICA	INFEKCIJA  NEOZNAČENE LOKALIZACIJE UZROKOVANA STAFILOKOKOM	1	A49.0	Staphylococcal infection, unspecified site
A00-B99	A30-A49	A49.1	INFECTIO STREPTOCOCCICA	INFEKCIJA NEOZNAČENE LOKALIZACIJE UZROKOVANA STREPTOKOKOM	1	A49.1	Streptococcal infection, unspecified site
A00-B99	A30-A49	A49.2	INFECTIO PER HAEMOPHILIUM INFLUENZAE	INFEKCIJA NEOZNAČENE LOKALIZACIJE UZROČNIK HAEMOPHILIUS INFLUENZAE	1	A49.2	Haemophilus influenzae infection, unspecified site
A00-B99	A30-A49	A49.3	INFECTIO MYCOPLASMATICA	INFEKCIJA NEOZNAČENE LOKALIZACIJE UZROKOVANA MIKOPLAZMOM	1	A49.3	Mycoplasma infection, unspecified site
A00-B99	A30-A49	A49.8	INFECTIONES BACTERIALES ALIAE	DRUGE INFEKCIJE NEOZNAČENE LOKALIZACIJE UZROKOVANE BAKTERIJAMA	1	A49.8	Other bacterial infections of unspecified site
A00-B99	A30-A49	A49.9	INFECTIO BACTERIALIS, NON SPECIFICATA	INFEKCIJA UZROKOVANA BAKTERIJAMA, NEOZNAČENA	1	A49.9	Bacterial infection, unspecified
A00-B99	A50-A64	A50	SYPHILIS CONGENITA	URODJENI SIFILIS	1	A50.-	Congenital syphilis
A00-B99	A50-A64	A50.0	SYPHILIS SYMPTOMATICA PRAECOX CONGENITA	RANI URODJENI SIMPTOMATSKI SIFILIS	1	A50.0	Early congenital syphilis, symptomatic
A00-B99	A50-A64	A50.1	SYPHILIS PRAECOX LATENSI CONGENITA	RANI URODJENI LATENTNI SIFILIS	1	A50.1	Early congenital syphilis, latent
A00-B99	A50-A64	A50.2	SYPHILIS PRAECOX CONGENITA, NON SPECIFICATA	RANI URODJENI SIFILIS, NEOZNAČEN	1	A50.2	Early congenital syphilis, unspecified
A00-B99	A50-A64	A50.3	OCULOPATHIA SYPHILITICA TARDA CONGENITA	KASNO SIFILISNO URODJENO OBOLJENJE OKA	1	A50.3	Late congenital syphilitic oculopathy
A00-B99	A50-A64	A50.4	NEUROSYPHILIS JUVENILIS TARDA CONGENITA	KASNI UROĐENI NEUROSIFILIS (MLADALACKI NEUROSIFILIS)	1	A50.4	Late congenital neurosyphilis [juvenile neurosyphilis]
A00-B99	A50-A64	A50.5	SYPHILIS SYMPTOMATICA TARDA CONGENITA ALIA	DRUGI KASNI UROĐENI SIMPTOMATSKI SIFILIS	1	A50.5	Other late congenital syphilis, symptomatic
A00-B99	A50-A64	A50.6	SYPHILIS TARDA LANTENS, CONGENITA	KASNI UROĐENI LATENTNI SIFILIS	1	A50.6	Late congenital syphilis, latent
A00-B99	A50-A64	A50.7	SYPHILIS TARDA CONGENITA, NON SPECIFICATA	KASNI UROĐENI SIFILIS, NEOZNAČEN	1	A50.7	Late congenital syphilis, unspecified
A00-B99	A50-A64	A50.9	SYPHILIS CONGENITA, NON SPECIFICATA	UROĐENI SIFILIS, NEOZNAČEN	1	A50.9	Congenital syphilis, unspecified
A00-B99	A50-A64	A51	SYPHILIS RECENS	RANI SIFILIS	1	A51.-	Early syphilis
A00-B99	A50-A64	A51.0	SYPHILIS GENITALIS PRIMARIA	PRIMARNI SIFILIS POLNIH ORGANA	1	A51.0	Primary genital syphilis
A00-B99	A50-A64	A51.1	SYPHILIS ANALIS PRIMARIA	PRIMARNI SIFILIS ČMARA	1	A51.1	Primary anal syphilis
A00-B99	A50-A64	A51.2	SYPHILIS PRIMARIA, LOCORUM ALLORUM	PRIMARNI SIFILIS DRUGIH LOKALIZACIJA	1	A51.2	Primary syphilis of other sites
A00-B99	A50-A64	A51.3	SYPHILIS CUTIS ET MUCOSAE SEKUNDARIA	SEKUNDARNI SIFILIS KOŽE I SLUZNICE	1	A51.3	Secondary syphilis of skin and mucous membranes
A00-B99	A50-A64	A51.4	SYPHILIS SEKUNDARIA ALIA	DRUGI SEKUNDARNI SIFILIS	1	A51.4	Other secondary syphilis
A00-B99	A50-A64	A51.5	SYPHILIS RECENS LATENS	RANI LATENTNI SIFILIS	1	A51.5	Early syphilis, latent
A00-B99	A50-A64	A51.9	SYPHILIS RECENS, NON SPECIFICATA	RANI SIFILIS, NEOZNAČEN	1	A51.9	Early syphilis, unspecified
A00-B99	A50-A64	A52	SYPHILIS TARDA	KASNI SIFILIS	1	A52.-	Late syphilis
A00-B99	A50-A64	A52.0+	SYPHILIS CARDIOVASCULARIS	SIFILIS SRCA I KRVNIH SUDOVA	1	A52.0	Cardiovascular syphilis
A00-B99	A50-A64	A52.1	NEUROSYPHILIS SYMPTOMATICA	SIMPTOMATSKI NEUROSIFILIS 	1	A52.1	Symptomatic neurosyphilis
A00-B99	A50-A64	A52.2	NEUROSYPHILIS ASYMPTOMATICA	ASIMPTOMATSKI NEUROSIFILIS	1	A52.2	Asymptomatic neurosyphilis
A00-B99	A50-A64	A52.3	NEUROSYPHILIS, NON SPECIFICATA	NEUROSIFILIS, NEOZNAČEN	1	A52.3	Neurosyphilis, unspecified
A00-B99	A50-A64	A52.7	SYPHILIS SYMPTOMATICA TARDA ALIA	DRUGI POZNI SIMPTOMATSKI SIFILIS	1	A52.7	Other symptomatic late syphilis
A00-B99	A50-A64	A52.8	SYPHILIS TARDA LATENS	KASNI LATENTNI SIFILIS	1	A52.8	Late syphilis, latent
A00-B99	A50-A64	A52.9	SYPHILIS TARDA, NON SPECIFIKATA	KASNI SIFILIS, NEOZNAČEN	1	A52.9	Late syphilis, unspecified
A00-B99	A50-A64	A53	SYPHILIS ALIA ET NON SPECIFICATA	DRUGI NEOZNAČENI SIFILIS	1	A53.-	Other and unspecified syphilis
A00-B99	A50-A64	A53.0	SYPHILIS LATENS, UT RECENS SIVE TARDA, NON SPECIFICATA	LATENTNI SIFILIS, NEOZNAČEN KAO RANI ILI POZNI	1	A53.0	Latent syphilis, unspecified as early or late
A00-B99	A50-A64	A53.9	SYPHILIS, NON SPECIFICATA	SIFILIS, NEOZNAČEN	1	A53.9	Syphilis, unspecified
A00-B99	A50-A64	A54	INFECTIO GONOCOCCICA	INFEKCIJA GONOKOKOM	1	A54.-	Gonococcal infection
A00-B99	A50-A64	A54.0	INFECTIO TRACTUS GENITOURINARII INFERIORIS GONOCOCCICA SINE ABSCESSU PERIURETHRALI ET GLANDULAE ACCESSORIAE	INFEKCIJA GONOKOKOM DONJEG DIJELA POLNO-MOKRAĆNIH PUTEVA BEZ APSCESA OKO MOKRAĆNE CIJEVI ILI AKCESORNIH ZLIJEZE	1	A54.0	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
A00-B99	A50-A64	A54.1	INFECTIO TRACTUS GENITOURINARII INFERIORIS GONOCOCCICA CUM ABSCESSU PERIURETHRALI ET GLANDULAE ACCESSORIAE	INFEKCIJA GONOKOKOM DONJEG DIJELA POLNO-MOKRAĆNIH PUTEVA SA APSCESA OKO MOKRAĆNE CIJEVI ILI AKCESORNIH ZLIJEZE	1	A54.1	Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
A00-B99	A50-A64	A54.2+	PELVIPERITONITIS ET INFECTIONES GENITOURINARIAE GONOCOCCICA ALIAE	ZAPALJENJA TRBUŠNE MARAMICE KARLICE I OSTALE INFEKCIJE POLNO-MOKRAĆNIH PUTEVA UZROKOVANE GONOKOKOM	1	A54.2	Gonococcal pelviperitonitis and other gonococcal genitourinary infections
A00-B99	A50-A64	A54.3	INFECTIO OCULI GONOCOCCICA	INFEKCIJA OKA GONOKOKOM	1	A54.3	Gonococcal infection of eye
A00-B99	A50-A64	A54.4+	INFECTIO SYSTEMATIS MUSCULOSCELETALIS GONOCOCCICA	INFEKCIJA MISICNO-SKELETNOG SISTEMA GONOKOKOM	1	A54.4	Gonococcal infection of musculoskeletal system
A00-B99	A50-A64	A54.5	PHARYNGITIS GONOCOCCICA	ZAPALJENJE ŽDRIJELA UZROKOVANO GONOKOKOM	1	A54.5	Gonococcal pharyngitis
A00-B99	A50-A64	A54.6	INFECTIO ANI ET RECTI GONOCOCCICA	INFEKCIJA CMARA I REKTUMA GONOKOKOM	1	A54.6	Gonococcal infection of anus and rectum
A00-B99	A50-A64	A54.8	INFECTIO GONOCOCCICA ALIA	DRUGE INFEKCIJE GONOKOKOM	1	A54.8	Other gonococcal infections
A00-B99	A50-A64	A54.9	INFECTIO GONOCOCCICA, NON SPECIFICATA	INFEKCIJA GONOKOKOM, NEOZNAČENA	1	A54.9	Gonococcal infection, unspecified
A00-B99	A50-A64	A55	LYPHOGRANULOMA PER INFECTIONEM CHLAMYDIA (VENERICAM)	VENERICKI LIMFOGRANULOM, UZROČNIK CHLAMYDIA	1	A55	Chlamydial lymphogranuloma (venereum)
